"","Real","Imaginario","Map","oReal","oImaginario"
"155","-2.848672143295","3.3789887098734","125","-5","3"
"156","10.000821621524","13.516194409708","185","11","13"
"157","9.6449738449015","-2.6179571600457","167","9","-5"
"158","2.92024803457","2.3146114454276","221","3","3"
"159","9.7360462646538","-7.0584352483952","183","11","-5"
"160","-11.151442230743","-6.7258355509515","54","-11","-7"
"161","-5.2939208936382","-2.4545953547056","100","-7","-1"
"162","12.862843628547","-1.1021699529729","148","13","-1"
"163","4.6875447546963","2.2807892077771","253","5","3"
"164","11.473964028207","-8.217708060386","146","13","-9"
"165","6.02558400485","-1.9366436065933","228","7","-1"
"166","5.8850966352184","0.063245265036426","244","5","-1"
"167","7.2386381396003","12.5555987932","171","9","11"
"168","-2.5365960293904","13.728471793941","72","-1","15"
"169","-5.3509931542351","-4.9266916998509","118","-5","-7"
"170","-3.7829839212181","13.698520311941","120","-5","15"
"171","-9.621101774178","15.381262686098","40","-9","15"
"172","10.958233835788","-3.5472744833187","165","9","-3"
"173","1.2929094519142","7.4558149570379","218","3","9"
"174","-4.9270130518416","-16.360059306811","112","-5","-15"
"175","1.7484180545016","-2.6273506477995","197","1","-3"
"176","-4.6088113317666","15.708954716318","120","-5","15"
"177","14.297394622656","-9.2467226418693","134","15","-7"
"178","7.7039284417537","6.593993946537","190","11","7"
"179","-8.213086305714","6.2701598087002","62","-11","7"
"180","11.073417739094","-13.832265360723","144","13","-15"
"181","-9.9749388994563","-2.160743153177","60","-11","1"
"182","-7.6170509154553","-10.13325913052","51","-11","-11"
"183","-7.9552465382473","-10.072081213495","98","-7","-9"
"184","-0.76114782357122","10.136698784877","90","-3","9"
"185","-13.245645966063","-15.935732760887","48","-11","-15"
"186","14.187758034422","-12.299402485202","145","13","-13"
"187","-0.82948948568607","10.467215221498","74","-1","9"
"188","-5.7363791177901","4.3120592596419","111","-7","5"
"189","4.8297491563961","-16.212241146362","208","3","-15"
"190","-9.6030963349163","7.8928149113649","42","-9","9"
"191","0.98330699884709","-12.214416637379","193","1","-13"
"192","-6.2495974294013","14.378133886392","89","-3","13"
"193","4.859396951214","7.213846146365","238","7","7"
"194","2.2014632594078","-12.227184057744","194","1","-9"
"195","-8.6622760839522","13.832575293205","104","-7","15"
"196","13.549242766487","9.0149396613088","154","13","9"
"197","-13.173987935431","-7.0754392105956","50","-11","-9"
"198","13.493284666002","-17.477256166427","144","13","-15"
"199","-3.269429855438","5.4552400971693","125","-5","3"
"200","-12.403266380828","1.2535978184392","28","-13","1"
"201","-0.0005540206770307","-8.7755223970328","198","1","-7"
"202","6.0938096583535","12.816341985243","249","5","13"
"203","-2.7852941237834","3.1540192714578","125","-5","3"
"204","-0.89983761503602","-11.50835199825","81","-3","-13"
"205","9.1383414213977","-12.657462394661","163","9","-11"
"206","8.7570668206293","0.55227407056437","164","9","-1"
"207","8.7041188079877","-13.71491403699","160","9","-15"
"208","7.3724869127347","-3.9114525902991","165","9","-3"
"209","-0.81313327220875","2.1231513846635","77","-1","3"
"210","-9.0420282082229","0.10744629274815","36","-9","-1"
"211","-11.247174235886","-11.270942858479","19","-13","-11"
"212","13.273736361209","13.911834934567","184","11","15"
"213","-15.73925747834","10.001674036441","10","-15","9"
"214","8.5048966110536","3.6967680925445","173","9","3"
"215","-14.476525455961","7.9728613416941","10","-15","9"
"216","13.310059061027","-12.769619861502","147","13","-11"
"217","18.131203546442","-6.5515213752723","134","15","-7"
"218","2.0415065823687","-13.94291526607","209","3","-13"
"219","3.3398822498675","-5.3848031665325","197","1","-3"
"220","1.966965729802","7.7762854362941","218","3","9"
"221","-9.1001425649488","10.50693476543","42","-9","9"
"222","8.5508543385325","12.347539961217","171","9","11"
"223","12.653498025922","-9.0699386842371","146","13","-9"
"224","-13.663416173763","-1.1496392392331","21","-13","-3"
"225","7.86494065784","7.1256320897986","174","9","7"
"226","-12.424688461659","-13.665420354056","51","-11","-11"
"227","-16.680845541077","-10.452000063825","3","-15","-11"
"228","12.33577787906","-0.81313313640149","156","13","1"
"229","-2.7685894198978","-1.903039514899","117","-5","-3"
"230","6.1979557426522","-13.024586352923","225","7","-13"
"231","-5.1447866064465","-4.6796152685785","87","-3","-5"
"232","-13.875543337209","15.775511633384","41","-9","13"
"233","4.7727109486131","4.0756829038913","221","3","3"
"234","12.400176473527","-9.861609689017","147","13","-11"
"235","14.218927562585","7.8593239059204","155","13","11"
"236","10.026448065537","4.1771655281297","191","11","5"
"237","3.6469658127636","-6.8241547844895","210","3","-9"
"238","-3.2721169196813","4.8617272201786","110","-7","7"
"239","-2.5214428654626","-9.316425369049","66","-1","-9"
"240","-5.179701851883","-9.4622206155677","114","-5","-9"
"241","3.6830796066789","4.5045302972969","222","3","7"
"242","13.305248217681","15.418352466801","153","13","13"
"243","-3.8418067766873","-0.025885329366373","92","-3","1"
"244","-13.358310499279","-11.034963293039","19","-13","-11"
"245","-3.2521668112871","8.5880910687326","90","-3","9"
"246","-1.8714703649017","-0.4586121729896","68","-1","-1"
"247","-2.1250040387658","6.9314235735983","94","-3","7"
"248","-11.780145894778","-14.847120620295","32","-9","-15"
"249","-8.0755470770967","15.866229219738","105","-7","13"
"250","-5.1278453243543","6.3424243631903","111","-7","5"
"251","-8.1642828104484","5.7268947998591","47","-9","5"
"252","14.12714437686","-15.459475318423","129","15","-13"
"253","14.483074377463","-7.4081857920487","135","15","-5"
"254","-7.0152639127884","9.214777982423","106","-7","9"
"255","-10.130462901522","1.426948809417","44","-9","1"
"256","-10.043440914393","-13.152531646232","49","-11","-13"
"257","-4.2559630285518","-6.0034648605001","119","-5","-5"
"258","-6.2507677132198","-12.234636739945","33","-9","-13"
"259","-3.2153580828808","14.349389643578","72","-1","15"
"260","4.9640733272091","-1.4732825678918","245","5","-3"
"261","13.535422180064","-14.233144793378","176","11","-15"
"262","-11.344827455303","-15.016939354935","48","-11","-15"
"263","-3.2898932059274","-7.2620212025692","82","-3","-9"
"264","9.5945290809223","14.661556042215","169","9","13"
"265","-7.2790175105205","8.5335182296601","106","-7","9"
"266","-13.958717478522","-13.150321354633","3","-15","-11"
"267","5.4451220825236","13.816724995033","248","5","15"
"268","0.57188965473294","6.7738019086118","74","-1","9"
"269","-8.491071695138","-12.119567742813","35","-9","-11"
"270","4.7163232992684","11.829975432937","222","3","7"
"271","6.9826684773228","-9.5018577619528","226","7","-9"
"272","-9.572166208447","-11.954681151452","51","-11","-11"
"273","7.0419653597892","1.7204308899412","237","7","3"
"274","16.702488968096","6.7945082561053","138","15","9"
"275","-1.2245754921772","-11.976050857949","81","-3","-13"
"276","-17.481397451623","13.959150211412","8","-15","15"
"277","-0.11767369809389","-0.75205987976429","68","-1","-1"
"278","3.1070319657113","-5.0760212071829","213","3","-3"
"279","-3.3357454423821","-10.423774343048","114","-5","-9"
"280","12.423816441998","-8.1751434270195","150","13","-7"
"281","-16.545469235663","-9.4029526820894","3","-15","-11"
"282","-2.6341452718206","-7.8533124603267","66","-1","-9"
"283","1.4323837847125","-6.7156793466457","198","1","-7"
"284","14.31967684822","10.917095552543","155","13","11"
"285","12.754297530332","-13.847167777739","145","13","-13"
"286","-9.7639938856688","-17.185969709161","32","-9","-15"
"287","-5.6806548108117","-5.2347257407642","119","-5","-5"
"288","9.522939506025","1.1376405447536","189","11","3"
"289","-12.678264962928","-8.7141789597764","50","-11","-9"
"290","6.9892127334413","-5.0041616341071","245","5","-3"
"291","5.5446327364598","-12.56050735504","225","7","-13"
"292","13.859880418508","11.336863434755","153","13","13"
"293","-4.5474371022732","-3.9114100692639","103","-7","-5"
"294","0.36378315789214","8.3065202086916","206","1","7"
"295","-0.36237454029979","-11.529070495116","195","1","-11"
"296","15.374023654437","-11.491647000894","129","15","-13"
"297","11.346231002344","4.7932009287455","190","11","7"
"298","13.125296498662","-2.8513308387769","149","13","-3"
"299","11.116540596837","-0.47825579234036","148","13","-1"
"300","-12.27084122501","2.0245375933181","29","-13","3"
"301","11.482499779877","2.6130613804804","189","11","3"
"302","-10.812888784483","9.3790450569241","43","-9","11"
"303","13.632092603752","-14.965298848346","128","15","-15"
"304","-7.2556462881629","1.7521712601164","108","-7","1"
"305","-16.252326155867","-13.113544322612","1","-15","-13"
"306","-14.316712636146","3.7464283609276","31","-13","5"
"307","-13.29212914257","7.8988775025128","10","-15","9"
"308","10.492232534478","-10.790784636583","177","11","-13"
"309","16.14432125805","9.4820316993345","139","15","11"
"310","3.123046274902","9.1954168128666","219","3","11"
"311","3.0086830070059","13.671558949696","217","3","13"
"312","5.4963959339849","-11.819068824866","225","7","-13"
"313","-3.9629737907722","-15.994600602219","80","-3","-15"
"314","3.1287107559614","-14.620093143971","208","3","-15"
"315","7.13007032812","6.4082655675652","238","7","7"
"316","6.2003996018116","-3.3991922962203","245","5","-3"
"317","15.456198257832","-9.5429148926612","130","15","-9"
"318","4.370070603155","-10.505880759222","243","5","-11"
"319","-7.5750321788243","-3.5787943168631","37","-9","-3"
"320","-4.3539193418559","12.82885180624","120","-5","15"
"321","-3.2318541250063","-0.44785432811652","92","-3","1"
"322","-14.93709337849","-12.660081926134","1","-15","-13"
"323","16.667485295065","-0.42709459905238","140","15","1"
"324","2.9178331180934","-3.6581126357324","212","3","-1"
"325","7.7796125136506","9.8384111254305","235","7","11"
"326","13.393727370465","11.007223485485","155","13","11"
"327","-4.7490197454568","6.1014022710309","111","-7","5"
"328","-16.564913153411","3.625276889349","13","-15","3"
"329","-9.4800949786547","-16.003826530203","32","-9","-15"
"330","-12.346273801427","-3.4488636455714","23","-13","-5"
"331","-5.353363209842","-4.5797868827655","103","-7","-5"
"332","-1.1618139645082","-8.3252762949443","83","-3","-11"
"333","3.3086289466443","1.7373890498451","252","5","1"
"334","-3.7403050632078","-2.2485818715743","101","-7","-3"
"335","-3.7437805545577","0.27482415264797","92","-3","1"
"336","7.2320529022837","14.003391787965","169","9","13"
"337","-7.7119032087844","6.3952115464316","47","-9","5"
"338","-13.169951794277","5.8147534702692","31","-13","5"
"339","-1.4095580131107","-10.510805867035","114","-5","-9"
"340","1.9967773476695","-4.6767338114585","215","3","-5"
"341","7.7889477976878","-7.8761222021129","226","7","-9"
"342","10.214037038238","9.8924024895518","187","11","11"
"343","-1.3967003310933","-0.15690914855875","85","-3","-3"
"344","15.162788483863","-14.117991228015","128","15","-15"
"345","5.6282688217776","11.479701729646","251","5","11"
"346","-1.7119070594734","-13.82417845409","67","-1","-11"
"347","-14.516663777437","14.693155131442","24","-13","15"
"348","-3.6519225452348","3.488070969668","77","-1","3"
"349","-7.970212822013","-13.820843139155","99","-7","-11"
"350","-6.0856361448165","4.8995406879727","94","-3","7"
"351","14.208097575864","7.2411799327167","158","13","7"
"352","10.344293064189","5.2585123756052","175","9","5"
"353","4.3475018691715","0.18287057778841","252","5","1"
"354","-5.1525847133452","-5.1898383982359","117","-5","-3"
"355","9.5567506905522","18.150776332863","232","7","15"
"356","5.9869883199454","0.44331288883941","236","7","1"
"357","-15.874283186612","-4.671210923859","6","-15","-7"
"358","-0.5118855655753","-4.8755749095065","198","1","-7"
"359","13.393211502655","-9.9961464659361","131","15","-11"
"360","-11.173151534544","8.4712894756921","30","-13","7"
"361","-9.2385017100565","12.938904985","57","-11","13"
"362","-9.2451827969215","-2.8642099826442","55","-11","-5"
"363","6.1796196271949","-10.927215038766","243","5","-11"
"364","-2.4160302263774","-6.3175463291849","86","-3","-7"
"365","-7.1533060370139","-8.863403523638","99","-7","-11"
"366","-4.7131959984225","12.797000330578","89","-3","13"
"367","12.492934350697","7.2336460654572","158","13","7"
"368","5.9299223905419","-8.4137663698366","227","7","-11"
"369","-5.7304742595853","12.62817663632","107","-7","11"
"370","-11.944303578465","7.1160635676646","62","-11","7"
"371","-2.7569516314842","-11.45155409664","65","-1","-13"
"372","6.2584264415543","-9.7332716826051","226","7","-9"
"373","14.395774465629","16.650682658396","136","15","15"
"374","-0.67461187110548","8.8231541167265","206","1","7"
"375","14.938486103487","12.201035795486","153","13","13"
"376","-9.9897288024375","1.7740282595263","52","-11","-1"
"377","4.6592049230138","10.890958327618","216","3","15"
"378","1.1869279428091","-0.8292131744448","204","1","1"
"379","-6.4073540472864","-8.0318383360439","98","-7","-9"
"380","6.9163555519023","-10.860039956083","163","9","-11"
"381","15.44017680617","9.900037685702","155","13","11"
"382","-6.9342383869173","14.293897641359","120","-5","15"
"383","-2.0709189762073","-12.364882539469","83","-3","-11"
"384","-3.0916326681832","-3.1137890705902","85","-3","-3"
"385","6.7912665938615","2.1572367095789","236","7","1"
"386","14.510602354794","-2.1282515774029","133","15","-3"
"387","-10.278624580897","12.824499517384","43","-9","11"
"388","-11.265034945975","12.832896634647","25","-13","13"
"389","10.491968502469","7.7135665808949","170","9","9"
"390","16.656047006749","-2.590808978881","133","15","-3"
"391","-3.8106513696485","-10.789291092514","114","-5","-9"
"392","16.852058078933","-5.5576146395594","135","15","-5"
"393","-1.5681532369279","8.4043780609609","74","-1","9"
"394","-7.0118851326715","7.8779322835842","126","-5","7"
"395","4.6645728057206","-6.474785051189","246","5","-7"
"396","-2.2251977739026","-6.0954988604208","87","-3","-5"
"397","10.61901939446","2.4709779178479","157","13","3"
"398","8.8951073958999","-1.1116946619594","229","7","-3"
"399","2.225491083911","1.5934639463305","205","1","3"
"400","-16.232821067643","1.6163988519758","13","-15","3"
"401","-12.118088650923","-11.415172162808","51","-11","-11"
"402","-13.747527535083","5.5789962430439","30","-13","7"
"403","17.391294493794","-12.079318659202","128","15","-15"
"404","-13.555280346774","-9.5702157291535","18","-13","-9"
"405","-3.0560627715587","0.71393303317186","84","-3","-1"
"406","9.9462701242353","14.241535380077","184","11","15"
"407","9.1695886303186","4.0707355654222","189","11","3"
"408","-1.6627192902945","7.6188988348295","78","-1","7"
"409","-2.4394939707316","3.0004712039029","76","-1","1"
"410","1.4992922580588","2.6614524355477","77","-1","3"
"411","-0.56575237080635","-0.89537942944439","69","-1","-3"
"412","3.53808062351","-7.9765168222435","246","5","-7"
"413","5.1190438366214","-3.0904518953041","245","5","-3"
"414","14.467264778196","-0.70407352167212","140","15","1"
"415","-5.3857781988424","17.155429976193","104","-7","15"
"416","-11.316627199962","6.3397032581075","62","-11","7"
"417","-8.6696420758753","14.139154585787","105","-7","13"
"418","12.403556661992","9.4793969684713","154","13","9"
"419","7.0854805289578","12.149722809564","251","5","11"
"420","3.3658718986239","-12.84789878901","208","3","-15"
"421","-3.8614451456821","-2.6060642005433","117","-5","-3"
"422","1.4640474962222","15.072892661235","200","1","15"
"423","-6.3504288631236","5.4130724947267","47","-9","5"
"424","7.4267234991779","-7.3578746282432","231","7","-5"
"425","-11.468727361623","9.7982672366125","42","-9","9"
"426","-11.421573672355","9.6621360869284","43","-9","11"
"427","-3.5339792991742","-5.7612643439509","118","-5","-7"
"428","-10.067208405129","-3.3743720303588","36","-9","-1"
"429","-3.2945535967087","1.5831786234367","93","-3","3"
"430","-1.0585247511644","9.0967360519135","74","-1","9"
"431","-7.5512857771436","-7.416347568967","34","-9","-9"
"432","-4.834210660525","-3.288142746671","87","-3","-5"
"433","-11.622759383418","-7.6645302822502","34","-9","-9"
"434","-1.3748448371547","-2.1485909212273","69","-1","-3"
"435","-16.024400057293","11.165290699885","27","-13","11"
"436","-1.7822142365362","-7.4063073905128","70","-1","-7"
"437","5.6261632021268","-10.29506069296","243","5","-11"
"438","8.1426577407063","6.2824553427815","254","5","7"
"439","-12.889509661316","12.612609983019","57","-11","13"
"440","5.3437784158948","-6.2014967232037","230","7","-7"
"441","-1.7426495309649","9.4890366142288","78","-1","7"
"442","1.2070322530824","3.0444488964291","205","1","3"
"443","1.039496451798","-12.977711229858","193","1","-13"
"444","-0.82314031802537","12.045752046048","75","-1","11"
"445","-3.4397719871635","-15.475756547636","64","-1","-15"
"446","0.0088017517368426","14.123877126555","88","-3","15"
"447","-12.478320311517","-11.441129028165","51","-11","-11"
"448","9.7852732702584","-12.212818932282","177","11","-13"
"449","2.7810342889611","-5.3374371002061","215","3","-5"
"450","12.006976417419","14.290195142494","152","13","15"
"451","-8.6405625470726","-2.4869289264615","37","-9","-3"
"452","14.069777755816","3.8843528172469","191","11","5"
"453","-11.376063224339","-12.878004393481","16","-13","-15"
"454","-13.839484830879","-17.105575186549","0","-15","-15"
"455","15.403501981442","-11.998523425781","131","15","-11"
"456","-5.9168464758948","3.3219628864466","95","-3","5"
"457","11.10719466208","-4.2535729905907","181","11","-3"
"458","6.3597184766466","-6.8848175821779","230","7","-7"
"459","0.57467248543521","-13.147608125328","193","1","-13"
"460","-3.3285357631842","10.197915348617","74","-1","9"
"461","-3.5513461698277","-11.024651953756","83","-3","-11"
"462","-10.029246330176","7.331562816609","62","-11","7"
"463","2.1248441437408","1.6372842746686","204","1","1"
"464","4.5237424790853","14.928022249457","232","7","15"
"465","4.8111853240924","-12.473120763397","209","3","-13"
"466","7.1250724987155","-5.379366107169","246","5","-7"
"467","3.8171391722593","6.676962918847","218","3","9"
"468","-9.28056657877","0.64801993417987","44","-9","1"
"469","0.37741493673104","10.341546154311","201","1","13"
"470","4.5776033385335","-7.5699566269529","246","5","-7"
"471","12.146433461994","-13.500793496469","177","11","-13"
"472","2.2024504935242","3.2281999459901","221","3","3"
"473","11.15661827713","9.2718308518564","186","11","9"
"474","11.084527576158","-1.7863307063789","180","11","-1"
"475","14.407367256795","12.917890577695","152","13","15"
"476","-12.606252326416","9.0141700118087","26","-13","9"
"477","-10.993846145219","-4.9496534435673","53","-11","-3"
"478","-17.919065013636","-4.1747080416168","7","-15","-5"
"479","-8.3693115846846","14.666056250331","41","-9","13"
"480","-2.4637390341301","-17.847356207536","80","-3","-15"
"481","10.524852254357","-2.1213600860599","165","9","-3"
"482","9.0732287727289","-5.3459080241549","165","9","-3"
"483","-10.570051707831","14.401783206174","57","-11","13"
"484","-8.4786826313117","1.6099298533842","45","-9","3"
"485","4.6846968408438","-8.8566596921398","246","5","-7"
"486","18.00552265387","5.0869783539416","141","15","3"
"487","9.3700737763304","-10.971503420102","163","9","-11"
"488","-13.102907410271","8.1708494220443","30","-13","7"
"489","5.265133916205","3.2466883778102","253","5","3"
"490","-11.871829658705","-7.929730278261","7","-15","-5"
"491","-10.576863825837","9.9005142343371","59","-11","11"
"492","-16.258917847521","-6.4740316083894","2","-15","-9"
"493","-10.16510472483","-3.2699753713784","37","-9","-3"
"494","7.0650302316559","-8.0434851060448","166","9","-7"
"495","0.94274522410829","3.0687027079249","205","1","3"
"496","-10.781802143827","13.539352270066","41","-9","13"
"497","6.5748983771524","-12.807953497656","227","7","-11"
"498","14.596903431388","-12.481372120272","129","15","-13"
"499","-1.7611296872615","9.4909742887167","74","-1","9"
"500","3.1562120919641","5.2786487877562","222","3","7"
"501","-0.067204027071882","-3.3396635006437","69","-1","-3"
"502","2.0231571456276","4.4642248183535","206","1","7"
"503","-9.6776952740486","-13.808864732264","96","-7","-15"
"504","13.067034370691","5.1164345050115","157","13","3"
"505","-10.036282012308","-11.058905139255","50","-11","-9"
"506","-11.302802250196","10.93209672228","26","-13","9"
"507","14.605452294243","-12.718276225685","131","15","-11"
"508","-2.4014877351443","11.947671198804","89","-3","13"
"509","5.9427630099808","2.8647317443006","239","7","5"
"510","-2.8946398992765","6.2948683929248","78","-1","7"
"511","13.012056263076","11.965722191264","185","11","13"
"512","3.7963146610919","-1.2644227372194","245","5","-3"
"513","-15.210271221909","-11.672676649995","2","-15","-9"
